"freq,spscheme,spdep,spdepm,unit,geo\TIME_PERIOD",2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,AT",87.5 ,104.29 ,121.38 ,137.97 ,148.66 ,156.17 ,156.99 ,158.63 ,168.18 ,171.27 ,170.9 ,196.61 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,BA",: ,0.01 ,0.01 ,0.29 ,0.17 ,0.35 ,0.56 ,0.35 ,0.2 ,0.21 ,0.18 ,0.31 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,BE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,BG",0.01 ,0 ,0.94 ,0.01 ,0 ,0 ,0.01 ,0.01 ,0.01 ,0.01 ,0.01 ,0.02 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,CH",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,CY",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,CZ",: ,: ,: ,: ,: ,: ,20.69 ,18.08 ,18.03 ,18.09 ,18.43 ,18.04 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,DE",615.53 ,583.52 ,568.36 ,542.47 ,559.24 ,590.84 ,548.69 ,610.21 ,607.53 ,602.06 ,592.83 ,569.54 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,DK",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,25.98 ,79.41 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EA19",982.54 ,957.85 ,973.14 ,863.67 ,900.26 ,946.79 ,915.38 ,991.29 ,1049.99 p,987.37 p,1032.95 p,1173.62 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EA20",982.54 ,957.85 ,973.14 ,863.67 ,900.26 ,946.82 ,915.44 ,991.37 ,1050.05 p,997.36 p,1060.57 p,1209.29 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EA21",982.54 ,957.85 ,974.08 ,863.68 ,900.27 ,946.82 ,915.44 ,991.38 ,1050.06 p,997.37 p,1060.58 p,1209.31 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EEA_X_LI",1008.77 ,969.81 ,987.66 ,878.14 b,913.66 ,946.82 ,936.14 ,1010.75 ,1069.35 p,1017.36 p,1111.14 p,1312.77 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EFTA_X_LI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,ES",164.67 ,160.6 ,165.51 ,60.49 ,65.04 ,67.17 ,73.25 ,80.54 ,79 ,83.94 ,94.05 ,102.38 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EU15",942.6 ,916.06 ,926.25 ,815.04 ,851.93 ,899.49 ,874.1 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EU27_2007",1008.77 ,969.81 ,987.66 ,878.14 b,913.66 ,946.79 ,936.08 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EU27_2020",1008.77 ,969.81 ,987.66 ,878.14 b,913.66 ,946.82 ,936.14 ,1010.75 ,1069.35 p,1017.36 p,1111.14 p,1312.77 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,EU28",1008.77 ,969.81 ,987.66 ,878.14 b,913.66 ,946.82 ,936.14 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,FR",74.91 ,67.65 ,71 ,74.1 ,78.98 ,85.3 ,95.18 ,100.63 ,99.97 ,107.79 ,151.13 ,210.91 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,HR",0 ,0 ,0 ,0 ,0 ,0.03 ,0.05 ,0.08 ,0.06 ,9.99 ,27.62 ,35.67 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,HU",0 ,0 ,0 ,0 b,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,IT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,LT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 ,0 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,LU",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,LV",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 ,0 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,MT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,NO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,PL",26.22 ,11.96 ,13.58 ,14.47 ,13.39 ,0 ,0 ,1.28 ,1.26 ,1.89 ,6.15 ,6.02 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,PT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,RO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,RS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,SI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 ,0 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,SK",39.94 ,41.78 ,46.88 ,48.63 ,48.33 ,47.3 ,41.28 ,41.28 ,95.3 ,22.32 ,24.04 ,94.18 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,TR",49.24 ,48.34 ,45.87 ,47.44 ,46.27 ,174.35 ,132.33 ,126.19 ,130.26 ,127.17 ,135.19 ,197.02 
"A,TOTAL,CASH_LUMP,MT,MIO_EUR,UK",0 ,0 ,0 ,0 ,0 ,0 ,0 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,AL",: ,: ,: ,: ,: ,: ,: ,: ,: ,2.31 ,12.5 ,6.88 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,BA",: ,0 ,0 ,0.06 ,0.06 ,0.74 ,0.55 ,0.04 ,0.04 ,0.1 ,3.41 ,0.29 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,BE",46.16 ,63.5 ,43.16 ,40.29 ,38.55 ,40.58 ,34.68 ,22.74 ,20.15 ,19.66 ,22.84 ,23.25 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,BG",17.5 ,23.22 ,24.62 ,30.34 ,30.78 ,31.53 ,24.02 ,19.24 ,21.82 ,22.61 ,18.15 ,28.85 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,CH",104.12 ,108.52 ,117.7 ,133.06 ,140.14 ,158.32 ,144.71 ,163.65 ,169.45 ,179.11 ,183.42 p,211.53 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,CY",18.52 ,15.68 ,13.88 ,14.8 ,8.11 ,8.06 ,6.74 ,10.89 ,12 ,11.38 ,13.55 ,13.48 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,CZ",41.48 ,48.31 ,46.63 ,47.01 ,70.26 ,72.4 ,64.77 ,65.27 ,58.7 ,56.5 ,60.36 ,72.56 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,DE",87.26 ,86.68 ,80.8 ,87.84 ,85.82 ,87.85 ,84.42 ,99.1 ,99.16 ,82.14 ,70.66 ,75.97 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,DK",425.03 ,312.33 ,320.97 ,379.06 ,277.01 ,452.3 ,442.02 ,494.38 ,496.2 ,481.59 ,450.93 ,471.51 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EA19",1483.22 ,1546.93 ,1471.26 ,1442.38 ,1348.38 ,1269.39 ,1159.23 ,1281.59 ,1160 p,1279.36 p,1267.91 p,1467.52 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EA20",1483.22 ,1546.93 ,1471.26 ,1448.2 ,1351.97 ,1273.3 ,1163.32 ,1285.87 ,1164.14 p,1283.7 p,1272.38 p,1496.67 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EA21",1500.72 ,1570.14 ,1495.88 ,1478.54 ,1382.76 ,1304.83 ,1187.33 ,1305.11 ,1185.97 p,1306.31 p,1290.53 p,1525.52 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EE",0.17 ,0.2 ,0.21 ,0.24 ,0.04 ,0.02 ,0.01 ,0.01 ,0.02 ,0.01 ,0.01 ,0.01 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EEA_X_LI",2170.46 ,2169.44 ,2139.45 ,2083.48 b,1892.24 ,1976.25 ,1834.29 ,2018.9 ,1878.72 p,2032.81 p,2082.06 p,2288.93 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EFTA_X_LI",153.27 ,182.28 ,241.37 ,187.75 ,166.22 ,186.06 ,165.09 ,180.68 ,184.44 ,201.65 ,209.59 p,234.64 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EL",8.62 ,2.81 ,1.97 ,1.73 ,1.82 ,1.78 ,1.61 ,2.01 ,1.95 ,2.19 ,2.69 ,3.06 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,ES",282.96 ,267.61 ,256.23 ,244.83 ,243.26 ,249.42 ,198.08 ,205.39 ,213.48 ,198.37 ,198.63 ,225.39 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EU15",3505.79 ,3459.82 ,3381.04 ,3483.51 ,3144.16 ,3207.97 ,2968.07 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EU27_2007",3766.02 ,3739.91 ,3645.36 ,3731.83 b,3421.09 ,3467.06 ,3213.01 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EU27_2020",2121.31 ,2095.68 ,2015.78 ,2028.78 b,1866.15 ,1948.51 ,1813.91 ,2001.87 ,1863.73 p,2010.27 p,2055.89 p,2265.82 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,EU28",3766.02 ,3739.91 ,3645.36 ,3737.65 b,3424.68 ,3470.97 ,3217.1 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,FR",639.65 ,719.46 ,671.69 ,672.41 ,601.12 ,541.34 ,511.72 ,513.43 ,392.21 ,452.24 ,459.43 ,544.99 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,HR",0 ,0 ,0 ,5.82 ,3.59 ,3.91 ,4.09 ,4.28 ,4.14 ,4.34 ,4.47 ,29.15 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,HU",0 ,0 ,0 ,0 b,0 ,0 ,0 ,0.41 ,0.29 ,0.25 ,0.27 ,0.13 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,IT",334 ,328 ,338 ,320 ,309 ,280 ,264 ,367 ,359 ,430 p,436 p,504 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,LT",3.09 ,2.56 ,2.32 ,3.33 ,3.64 ,3.7 ,4.08 ,5.08 ,5.24 p,5.7 p,6.15 ,6.98 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,LU",29.03 ,28.85 ,29.67 ,19.47 ,19.62 ,23.58 ,18.38 ,20.91 ,18.96 ,19.05 ,20.37 ,26.89 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,LV",0.68 ,0.78 ,0.89 ,0.92 ,0.94 ,1.13 ,1.14 ,1.26 ,1.21 ,20.8 p,1.21 ,1.37 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0.17 ,0.25 ,0 ,0 p
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0.01 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,MT",0.09 ,0.06 ,0.07 ,0.06 ,0.06 ,0.06 ,0.06 ,0.05 ,0.03 ,0.03 ,0.1 ,0.1 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,NL",3 ,3 ,4 ,4 ,4 ,5 ,5 ,4 ,6 ,6 ,6 ,7 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,NO",49.15 ,73.76 ,123.67 ,54.69 ,26.08 ,27.74 ,20.38 ,17.03 ,14.99 ,22.54 ,26.17 ,23.12 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,PL",154.09 ,164.9 ,152.3 ,124.17 ,136.12 ,118.99 ,119.79 ,136.71 ,122.58 ,165.62 ,253.8 ,196.1 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,PT",5.37 ,3.35 ,4.97 ,5.02 ,5.43 ,3.67 ,4.97 ,6.28 ,1.86 ,4.68 ,3.34 ,5.98 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,RO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,RS",0.29 ,0.28 ,0.23 ,0.17 ,0.13 ,12.93 ,7.74 ,12.44 ,21.63 ,13.52 ,44.36 ,41.26 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,SI",9.32 ,9.15 ,8.89 ,9.59 ,9.13 ,7.43 ,7.17 ,7.36 ,12.74 p,13.21 p,11.87 ,10.66 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,SK",15.31 ,15.23 ,14.51 ,17.86 ,17.85 ,15.78 ,17.16 ,16.08 ,16 ,13.91 ,15.06 ,18.39 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,TR",: ,: ,: ,: ,0.01 ,0.01 ,0.06 ,0.08 ,0.06 ,0.06 ,0.09 ,0.07 
"A,TOTAL,CASH_LUMP,NMT,MIO_EUR,UK",1644.71 ,1644.22 ,1629.59 ,1708.87 ,1558.52 ,1522.45 ,1403.19 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,AL",: ,: ,: ,: ,: ,: ,: ,: ,: ,2.31 ,12.5 ,6.88 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,AT",87.5 ,104.29 ,121.38 ,137.97 ,148.66 ,156.17 ,156.99 ,158.63 ,168.18 ,171.27 ,170.9 ,196.61 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,BA",: ,0.01 ,0.01 ,0.36 ,0.23 ,1.09 ,1.11 ,0.39 ,0.23 ,0.32 ,3.59 ,0.6 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,BE",46.16 ,63.5 ,43.16 ,40.29 ,38.55 ,40.58 ,34.68 ,22.74 ,20.15 ,19.66 ,22.84 ,23.25 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,BG",17.51 ,23.22 ,25.56 ,30.35 ,30.78 ,31.53 ,24.02 ,19.26 ,21.83 ,22.62 ,18.16 ,28.87 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,CH",104.12 ,108.52 ,117.7 ,133.06 ,140.14 ,158.32 ,144.71 ,163.65 ,169.45 ,179.11 ,183.42 p,211.53 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,CY",18.52 ,15.68 ,13.88 ,14.8 ,8.11 ,8.06 ,6.74 ,10.89 ,12 ,11.38 ,13.55 ,13.48 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,CZ",41.48 ,48.31 ,46.63 ,47.01 ,70.26 ,72.4 ,85.46 ,83.35 ,76.73 ,74.59 ,78.79 ,90.6 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,DE",702.78 ,670.2 ,649.16 ,630.31 ,645.06 ,678.69 ,633.11 ,709.31 ,706.69 ,684.2 ,663.49 ,645.51 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,DK",425.03 ,312.33 ,320.97 ,379.06 ,277.01 ,452.3 ,442.02 ,494.38 ,496.2 ,481.59 ,476.91 ,550.92 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EA19",2465.75 ,2504.77 ,2444.4 ,2306.05 ,2248.65 ,2216.18 ,2074.61 ,2272.88 ,2209.99 p,2266.73 p,2300.86 p,2641.13 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EA20",2465.75 ,2504.77 ,2444.4 ,2311.87 ,2252.24 ,2220.12 ,2078.75 ,2277.23 ,2214.2 p,2281.07 p,2332.95 p,2705.95 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EA21",2483.26 ,2527.99 ,2469.96 ,2342.22 ,2283.02 ,2251.65 ,2102.77 ,2296.49 ,2236.03 p,2303.69 p,2351.11 p,2734.83 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EE",0.17 ,0.2 ,0.21 ,0.24 ,0.04 ,0.02 ,0.01 ,0.01 ,0.02 ,0.01 ,0.01 ,0.01 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EEA_X_LI",3179.23 ,3139.25 ,3127.11 ,2961.62 b,2805.89 ,2923.07 ,2770.42 ,3029.65 ,2948.08 p,3050.17 p,3193.2 p,3601.71 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EFTA_X_LI",153.27 ,182.28 ,241.37 ,187.75 ,166.22 ,186.06 ,165.09 ,180.68 ,184.44 ,201.65 ,209.59 p,234.64 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EL",8.62 ,2.81 ,1.97 ,1.73 ,1.82 ,1.78 ,1.61 ,2.01 ,1.95 ,2.19 ,2.69 ,3.06 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,ES",447.62 ,428.21 ,421.74 ,305.32 ,308.3 ,316.6 ,271.33 ,285.93 ,292.48 ,282.3 ,292.68 ,327.78 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EU15",4448.4 ,4375.88 ,4307.3 ,4298.55 ,3996.09 ,4107.46 ,3842.17 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EU27_2007",4774.79 ,4709.71 ,4633.03 ,4609.97 b,4334.74 ,4413.85 ,4149.1 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EU27_2020",3130.08 ,3065.49 ,3003.44 ,2906.93 b,2779.81 ,2895.34 ,2750.04 ,3012.62 ,2933.09 p,3027.63 p,3167.03 p,3578.59 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,EU28",4774.79 ,4709.71 ,4633.03 ,4615.79 b,4338.34 ,4417.79 ,4153.24 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,FR",714.56 ,787.11 ,742.7 ,746.52 ,680.1 ,626.64 ,606.9 ,614.06 ,492.18 ,560.03 ,610.56 ,755.9 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,HR",0 ,0 ,0 ,5.82 ,3.59 ,3.94 ,4.14 ,4.36 ,4.2 ,14.34 ,32.09 ,64.82 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,HU",0 ,0 ,0 ,0 b,0 ,0 ,0 ,0.41 ,0.29 ,0.25 ,0.27 ,0.13 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,IT",334 ,328 ,338 ,320 ,309 ,280 ,264 ,367 ,359 ,430 p,436 p,504 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,LT",3.09 ,2.56 ,2.32 ,3.33 ,3.64 ,3.7 ,4.08 ,5.08 ,5.24 p,5.7 p,6.15 ,6.98 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,LU",29.03 ,28.85 ,29.67 ,19.47 ,19.62 ,23.58 ,18.38 ,20.91 ,18.96 ,19.05 ,20.37 ,26.89 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,LV",0.68 ,0.78 ,0.89 ,0.92 ,0.94 ,1.13 ,1.14 ,1.26 ,1.21 ,20.8 p,1.21 ,1.37 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0.17 ,0.25 ,0 ,0 p
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0.01 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,MT",0.09 ,0.06 ,0.07 ,0.06 ,0.06 ,0.06 ,0.06 ,0.05 ,0.03 ,0.03 ,0.1 ,0.1 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,NL",3 ,3 ,4 ,4 ,4 ,5 ,5 ,4 ,6 ,6 ,6 ,7 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,NO",49.15 ,73.76 ,123.67 ,54.69 ,26.08 ,27.74 ,20.38 ,17.03 ,14.99 ,22.54 ,26.17 ,23.12 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,PL",180.31 ,176.86 ,165.89 ,138.64 ,149.51 ,118.99 ,119.79 ,137.99 ,123.84 ,167.52 ,259.95 ,202.11 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,PT",5.37 ,3.35 ,4.97 ,5.02 ,5.43 ,3.67 ,4.97 ,6.28 ,1.86 ,4.68 ,3.34 ,5.98 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,RO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,RS",0.29 ,0.28 ,0.23 ,0.17 ,0.13 ,12.93 ,7.74 ,12.44 ,21.63 ,13.52 ,44.36 ,41.26 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,SI",9.32 ,9.15 ,8.89 ,9.59 ,9.13 ,7.43 ,7.17 ,7.36 ,12.74 p,13.21 p,11.87 ,10.66 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,SK",55.25 ,57.02 ,61.39 ,66.49 ,66.18 ,63.08 ,58.44 ,57.35 ,111.3 ,36.23 ,39.1 ,112.57 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,TR",49.24 ,48.34 ,45.87 ,47.44 ,46.28 ,174.36 ,132.39 ,126.27 ,130.32 ,127.23 ,135.28 ,197.09 
"A,TOTAL,CASH_LUMP,TOTAL,MIO_EUR,UK",1644.71 ,1644.22 ,1629.59 ,1708.87 ,1558.52 ,1522.45 ,1403.19 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,BA",: ,0 ,0 ,0 ,0 ,0.21 ,0.23 ,0.13 ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,BE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,BG",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,CH",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,CY",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,CZ",: ,: ,: ,: ,: ,: ,20.69 ,18.08 ,18.03 ,18.09 ,18.43 ,18.04 
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,DE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,DK",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: 
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,EA19",60.9 ,64.3 ,67.99 ,71.4 ,75.87 ,81.24 ,91.37 ,96.26 ,96.73 p,104.13 p,148.02 p,208.5 p
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,EA20",60.9 ,64.3 ,67.99 ,71.4 ,75.87 ,81.24 ,91.37 ,96.26 ,96.73 p,104.13 p,148.02 p,213.45 p
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,EA21",60.9 ,64.3 ,67.99 ,71.4 ,75.87 ,81.24 ,91.37 ,96.26 ,96.73 p,104.13 p,148.02 p,213.45 p
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,EE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP_CARE,MT,MIO_EUR,EEA_X_LI",60.9 ,64.3 ,67.99 ,71.4 b,75.87 ,81.24 ,112.07 ,114.34 ,114.76 p,122.22 p,166.45 p,231.49 p
